% Model:              Helmholz_Coils_Beta_Release.mph
% Version:            COMSOL 5.5.0.292
% Date:               Jun 30 2020, 22:44
% Dimension:          3
% Nodes:              53
% Expressions:        3
% Description:        Magnetic field, x component, Magnetic field, y component, Magnetic field, z component
% Length unit:        m
% X                       Y                        Z                        mf.Hx (A/m)              mf.Hy (A/m)              mf.Hz (A/m)
0                         0                        0.3370000575050677       -0.0013888961009325869   -0.001286914106439388    0.8423709938667971
0                         0                        0.35                     1.921293208543286E-4     -3.842370558424209E-5    0.8384599769632712
0                         0                        0.32459963537299363      -1.844560703064076E-4    -3.579857963021708E-4    0.8434859922164839
0                         0                        0.30185512421598515      1.8400587748965906E-4    8.060436285572575E-4     0.8436915238070724
0                         0                        0.2958600299446481       2.3666090007634413E-5    0.0016060126838864067    0.8433791739081172
0                         0                        0.23934834783579184      8.014137408225207E-4     -3.1112179503563464E-4   0.8263084571786317
0                         0                        0.24094722115088874      -9.753902494036281E-4    -0.0012742889892824012   0.8283541942591159
0                         0                        0.2620240184695879       -1.8324084270581348E-4   -2.9536601721018725E-4   0.8339512113042237
0                         0                        0.22564803181982807      -0.0010524880101862209   1.556823066436059E-4     0.8200041266252118
0                         0                        0.16855656719071166      4.688511396791E-4        -2.1737433940280355E-4   0.7898927574013005
0                         0                        0.2053134131985751       1.6066926216341639E-4    1.776541639225646E-4     0.810281274071199
0                         0                        0.2220792789873407       -8.891769957699995E-4    1.8115093795531786E-4    0.8180530798081863
0                         0                        0.21020530580287689      6.84356273825594E-5      -7.674066811792909E-5    0.8124667735574655
0                         0                        0.16156544670224648      1.8118319113809777E-4    -5.565799749802962E-5    0.786178663425968
0                         0                        0.1575014613737502       -2.0560458073987458E-4   -7.407780126524948E-4    0.7837459106834008
0                         0                        0.13954705470597206      6.21630290836932E-5      3.7588524813274955E-4    0.7747960399589694
0                         0                        0.11821422865289921      -3.7839599252815782E-6   2.763778083267061E-4     0.7665034851796246
0                         0                        0.08669152128265623      5.045945833210945E-4     -5.475569791934194E-4    0.7571499740169345
0                         0                        0.07167241728868307      -0.0018083267049380082   -3.097140392777226E-5    0.7541117698667762
0                         0                        0.07468006550678274      0.0018379956894313168    0.0017458737020976237    0.7539986174162845
0                         0                        0.06524108338133178      -8.850445675484587E-4    6.553924281113862E-5     0.7540440906234436
0                         0                        0.054965101263963034     -5.446023133464316E-4    -1.1880836729888749E-4   0.7553356076708727
0                         0                        0.019832166412856067     -4.7078312820439974E-5   1.6684833158430096E-4    0.757953703419863
0                         0                        0.04200644498502565      9.127537101594225E-5     -1.7056682418384618E-4   0.7557976071281487
0                         0                        -0.032133494765179516    0.0023273668350425464    7.482485886189228E-4     0.7909031378116488
0                         0                        -0.007589795735979676    -0.0010711420078966499   -8.025919220164745E-4    0.7729435498645612
0                         0                        0.004870895132650821     -0.0026948958656835766   -0.0015931764697474106   0.7629023612697547
0                         0                        0.012743374918308514     -6.505239356810735E-4    -4.660676387724833E-4    0.7603225934054348
0                         0                        -0.04132610009344506     4.0671532180437843E-4    7.928480932610672E-4     0.8008964554661346
0                         0                        -0.0912293839566185      0.0012243638572217127    0.0010190710758985508    0.8726059145109099
0                         0                        -0.08719439647815663     -1.1150706038872235E-5   6.423925772839425E-4     0.8652622536386126
0                         0                        -0.0649366591881766      -2.531374254933085E-4    1.1279948125647583E-5    0.8315584975180134
0                         0                        -0.1277449756864774      -0.0011091014046013055   -0.0011794883569147885   0.9527544630586311
0                         0                        -0.11205616214405345     -1.840761629866085E-4    4.237721922212367E-5     0.9181908607933988
0                         0                        -0.12964003399706153     0.0010416370288600539    -0.004722070427928777    0.9601495154914356
0                         0                        -0.1313597778629693      -0.003759580723041531    -9.358524723152436E-5    0.9612956780811243
0                         0                        -0.16508735058535992     9.613752716879851E-4     1.7996994972179276E-4    1.0541138738333233
0                         0                        -0.13946389709666107     -0.0013353407640115697   -4.0212061109749087E-4   0.982122254667376
0                         0                        -0.17654347830737402     0.001988226404685482     4.40219951286199E-4      1.0863009942947965
0                         0                        -0.1956396789815576      -1.278837671245698E-4    -2.167949583167935E-4    1.1454985373052746
0                         0                        -0.20828126419501283     -5.253097661185425E-4    3.402905838246614E-4     1.18406524552032
0                         0                        -0.24357793466646507     -0.0011970895888154414   7.601745157732029E-4     1.2928679219242905
0                         0                        -0.23642882374885776     -4.892110192378044E-4    4.1593179267826865E-4    1.2714179203915574
0                         0                        -0.22490439018342256     6.518958458687935E-4     -1.3899069186681728E-4   1.236840317597113
0                         0                        -0.28126568013037234     -5.829780753463932E-4    0.0049301220863642884    1.3839602035961798
0                         0                        -0.2847958663542088      0.004536581633027168     -9.478706304618963E-4    1.3926418632532047
0                         0                        -0.29091742557818173     -5.464426588623614E-4    0.0013226199835969861    1.4038127015607234
0                         0                        -0.28500823050413127     0.004360245491649034     -8.691046181575717E-4    1.3930293928832047
0                         0                        -0.34999315832633043     -0.0037061914328302085   0.0011813954435028991    1.4528879953741627
0                         0                        -0.34995672280745904     -0.0019411852810111234   0.0016624340041331465    1.4462928629928693
0                         0                        -0.3498736920716809      -0.00130096825591798     -1.4896231312229306E-4   1.444578722367981
0                         0                        -0.29196293010029595     -1.4143271333364426E-5   3.7574953615447166E-4    1.4171580584403767
0                         0                        -0.35                    0.007006196850594017     -8.983226918567259E-4    1.445240745717013
