% Model:              Helmholz_Coils_Beta_Release.mph
% Version:            COMSOL 5.5.0.292
% Date:               Jun 30 2020, 22:40
% Dimension:          3
% Nodes:              44
% Expressions:        3
% Description:        Magnetic field, x component, Magnetic field, y component, Magnetic field, z component
% Length unit:        m
% X                       Y                        Z                        mf.Hx (A/m)              mf.Hy (A/m)              mf.Hz (A/m)
0                         0                        -0.35                    -3.326960911780758E-4    1.1043252954047679E-4    0.7306315723315994
0                         0                        -0.3211026369346289      8.415858472000793E-5     6.409504563328254E-5     0.7428126596169915
0                         0                        -0.30438962115302304     3.640385087696498E-5     2.001031342666647E-4     0.7483536800636758
0                         0                        -0.30214182438840687     6.1015651254677354E-5    1.8267574752050614E-4    0.7490794286062624
0                         0                        -0.3186319839150539      2.3420660783989678E-4    2.0298685142718797E-4    0.7437086321502046
0                         0                        -0.2923427072372805      -2.8914861099728412E-5   -7.388117875161466E-5    0.7518334271833307
0                         0                        -0.27168391535402975     1.0006462981824402E-4    -3.14752926209029E-5     0.7569990633486323
0                         0                        -0.24974452791165022     3.078690907187271E-4     -3.811715933785828E-4    0.7621854258958037
0                         0                        -0.2398566252109498      -3.2894055538584306E-4   8.547977912852113E-5     0.7641370967581358
0                         0                        -0.2498060536063299      3.105145456718595E-4     -3.8252734217742373E-4   0.7621741121592324
0                         0                        -0.25863912865871436     -2.4303257088205063E-4   3.9068593739023953E-4    0.7595225298304712
0                         0                        -0.25915708987333924     1.5743655258955937E-4    2.7660061568792165E-4    0.7600410214998486
0                         0                        -0.1967796781788628      1.229147450086033E-4     -1.284333314148434E-4    0.7702673492513072
0                         0                        -0.18568883772427963     7.034100769849203E-5     1.5196929978086927E-4    0.7713655390739558
0                         0                        -0.16275315586427916     -2.1668408079749332E-4   2.227611211795493E-5     0.7729451413922306
0                         0                        -0.06101090161935746     -9.756121489599504E-6    -6.102248078721525E-7    0.7753856076728969
0                         0                        0                        -3.431328625165074E-6    7.025522333629879E-7     0.7754363146654485
0                         0                        -0.0728633155187311      1.0464355580484028E-4    4.11462495293138E-5      0.7753487097772307
0                         0                        -0.1447662667759787      9.02951943796303E-5      3.2538789685469057E-6    0.7738423484826505
0                         0                        -0.13740799577891838     2.1587759421298695E-4    -4.527941767695399E-6    0.7742093876565396
0                         0                        -0.08408713224855868     4.705622788261896E-6     1.7619159447893665E-5    0.7752236560083597
0                         0                        -0.11042176940439224     -3.453526005701181E-5    2.593275974949827E-5     0.7748718448276961
0                         0                        -0.08639443835088484     -7.1922690695085E-5      1.4478420409864142E-5    0.7752674406557383
0                         0                        0.06896589485040311      -9.601647635767873E-6    4.7791198892619155E-6    0.7753640772178393
0                         0                        0.07486092247969794      1.0364558567844678E-6    -3.01082474236864E-5     0.7753494713941553
0                         0                        0.14258971308047486      -6.926948708210763E-5    -2.2175183186683843E-5   0.7738726594621673
0                         0                        0.1622124138192894       1.1599558918822064E-5    5.040394726519435E-5     0.7727577396257855
0                         0                        0.09486252219030217      -3.8074948007933325E-6   1.706592634135007E-5     0.7751477636018969
0                         0                        0.11369118413945245      5.5580393711673235E-5    -2.5666254605794077E-5   0.7748833517422166
0                         0                        0.13857002906196325      -1.3348713354639118E-4   -8.62603938742756E-6     0.7741408074502953
0                         0                        0.19861963492717893      6.628548670804058E-5     6.510203213937604E-5     0.7698540983628552
0                         0                        0.20831614740620585      -6.982436856182928E-5    -1.2336043541819007E-4   0.768649177448555
0                         0                        0.2156251000509205       -8.03423213580843E-5     -1.5298258123085356E-4   0.767953017844192
0                         0                        0.21839917157616762      -3.912522721556975E-4    1.6262850470163045E-5    0.7672493429138478
0                         0                        0.22688254959725873      2.698037542673438E-4     3.940746916912712E-4     0.7659039276427021
0                         0                        0.17582076334454577      -1.828048898723526E-4    -1.254796355803162E-4    0.7720162468482886
0                         0                        0.23056797769909598      1.2702179721476353E-4    1.9768095425220763E-4    0.765280473384816
0                         0                        0.23131618827562328      -6.688514627361848E-4    8.338360937813369E-5     0.7654981092940218
0                         0                        0.2340716570459872       -6.136440642614718E-4    7.413042901829628E-5     0.7648827995361621
0                         0                        0.2906591439528722       3.169076203438866E-4     7.775287097687181E-5     0.7526863384196638
0                         0                        0.30444396208285973      1.3644104623766177E-5    -9.381845583463758E-5    0.7484202546423637
0                         0                        0.3379304672777287       1.4448870328298297E-4    -3.987226260226796E-5    0.7367813046015415
0                         0                        0.3390971358992031       1.073553714666813E-5     3.894021926802378E-4     0.7357076927683073
0                         0                        0.35                     -2.4560433173720237E-5   7.726271177525499E-4     0.731759211968669
