grad Bz value
0,9957983541099181
0,9962007148299232
0,9806537267377307
0,9821155608124297
0,9980912587939218
0,994463705584832
0,9919573295696427
0,9982799622265074
0,992012158833738
0,9985943645306299
0,9989585396141248
0,9977833019460349
0,9993301272500312
0,9906520401816223
1,0046871305006202
1,0022840933719357
1,0023404413877748
1,0000326348919562
1,0004877472946585
1,0068282236010686
1,007948784279316
1,000894014039018
1,0016669405270855
1,0019050572989943
1,0129136931492442
1,0276995405149583
1,0032121012089599
1,004746755071899
1,0089449125808725
